"subc","nodes","x_coord","y_coord"
38,647,-157.748090268351,21.3001710031893
38,648,-157.748166620793,21.3000333565542
38,649,-157.748301642307,21.299603815164
38,650,-157.748319279811,21.2995928344418
38,651,-157.748501302593,21.2990310270603
38,652,-157.748530687042,21.2989759597728
38,653,-157.748671556847,21.298606986823
38,654,-157.748671633289,21.2985409514038
38,655,-157.748730351824,21.2984253048839
38,656,-157.748794915953,21.2983592065122
38,657,-157.74885369744,21.298293064973
38,658,-157.748853641682,21.2982655124435
38,659,-157.74890066993,21.2982325280088
38,660,-157.748906591066,21.2982049287145
38,661,-157.749417647906,21.2976486386738
38,662,-157.749840574783,21.2970153576726
38,663,-157.749993276968,21.2967509911654
38,664,-157.750069519693,21.2964095410675
38,665,-157.750134135082,21.2960295208458
38,666,-157.750275023773,21.2957376027082
38,667,-157.75051003461,21.2955889366801
93,668,-157.750341095165,21.2774770376352
93,669,-157.750136158557,21.2769339784204
94,670,-157.749846146083,21.3212065838168
94,671,-157.749922565074,21.321096488812
94,672,-157.749951917147,21.3210799053134
94,673,-157.749969541161,21.3210138195322
94,674,-157.750122295508,21.3208266013666
94,675,-157.750163390928,21.3207439788516
94,676,-157.750410182884,21.3205181635824
94,677,-157.750580571136,21.3202978332785
94,678,-157.750715671791,21.3200776010005
94,679,-157.750774396621,21.319950933289
94,680,-157.750792082688,21.3199343533877
94,681,-157.750809663535,21.3198847980451
94,682,-157.750868391063,21.3197691515252
94,683,-157.750880192867,21.3197415953983
94,684,-157.750944797464,21.3196149708543
94,685,-157.7509565561,21.3196039469646
94,686,-157.750974180114,21.3195378611834
94,687,-157.751003515999,21.3194662616587
94,688,-157.751032856381,21.319416703618
